text,disaster_type,location_patterns,action_patterns,dep_patterns,has_location,has_action
"Weve partnered with Convoy of Care for disaster relief since 2016. Many of you stepped up and donated to the victims of hurricane Harvey last year. We need your help again. On our next hour of Channel 2 Action News SundayAM, Ill show you can help Hurricane Florence victims.",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:partnered|PREP(with)+POBJ(Convoy)|PREP(for)+POBJ(relief)|PREP(since)+POBJ(2016)|ROOT_VERB:stepped,False,True
The Coca-Cola Foundation Pledges $1 Million to American Red Cross for Hurricane Harvey Relief,rescue_volunteering_or_donation_effort,,,,False,False
RT @ctvwinnipeg: Manitoba Urban Search and Rescue returns from front lines of Alberta wildfire: Manitobas Urban Search and Re,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(from)+POBJ(lines)|PREP(of)+POBJ(wildfire)|NER_LOC:Alberta,True,True
"Convoy of trukcs with the Relief materials to the flood hit areas, still some people are asking what has Sangh done, whats Sangh doing!! #SanghShakthi #SevaParamoDharma",other_relevant_information,,,ROOT_VERB:asking,False,False
Nine trillion gallons of water..  #HurricaneHarvey #Houston #Environment #Weather #Meteorology,other_relevant_information,,,PREP(of)+POBJ(water),False,False
"The death toll from May 29, since the beginning of monsoon in Kerala, stands at 324, as per official figures. #KeralaFloods #KeralaRains",injured_or_dead_people,PREP+PROPN,,PREP(from)+POBJ(May)|PREP(since)+POBJ(beginning)|PREP(of)+POBJ(monsoon)|PREP(in)+POBJ(Kerala)|NER_LOC:Kerala,True,False
"A completely incompetent President, while the Bahamas are being destroyed, he could both care less and has no clue. Still believes that Climate Change is a Chinese Hoax. It will get worse. #ClimateChangeIsReal #TrumpIsADisgrace",not_humanitarian,,,NER_LOC:Bahamas|ROOT_VERB:care|ROOT_VERB:believes|ROOT_VERB:get,False,False
"Hahaha, this dude though. He has DID it again. So, why in the first place did he leave knowing fully well that that devastating cyclone was coming? A very unnecessary waste of money that would he have been diverted straightaway to the #CycloneIdai victims. Gosh #GodHelpZimbabwe",rescue_volunteering_or_donation_effort,PREP+PROPN,,NER_LOC:Hahaha|ROOT_VERB:DID|PREP(in)+POBJ(place)|ROOT_VERB:leave|PREP(of)+POBJ(money),True,False
"KJLH ENTERTAINMENT: Kanye West Donates $500,000 To California Wildfire Relief",rescue_volunteering_or_donation_effort,,,NER_LOC:California,False,False
"See how #MSF is responding to #CycloneIdai. In addition, MSF teams have also been to Rusitu, Biriri, Nyanyadzi and Junction Gate clinics for health assessments and provision of medical supplies. Today the team is conducting outreach at Marumauta Village, 27km from Chimanimani",rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,ROOT_VERB:See|PREP(to)+POBJ(CycloneIdai)|NER_LOC:Rusitu|NER_LOC:Biriri|NER_LOC:Nyanyadzi,True,False
Shoutout to the selfless and brave firefighters who are leaving their homes in Colorado to fight the Camp Fire that has devestated an area the size of Longmont in Northern California,rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(to)+POBJ(firefighters)|PREP(in)+POBJ(Colorado)|NER_LOC:Colorado|NER_LOC:the|NER_LOC:Camp,True,False
"@RedTRaccoon With the current trade war, its probably more profitable for hog farmers to lose their livestock and claim the loss on insurance. Look for even more this time if Dorian sits down east and floods again.",other_relevant_information,,,ROOT_VERB:@RedTRaccoon|PREP(With)+POBJ(war)|PREP(on)+POBJ(insurance)|ROOT_VERB:Look|PREP(for)+POBJ(more),False,False
"Our thoughts are with those affected by flooding across Nebraska and Iowa. Were proud of our students for stepping up to help and grateful to our staff for leading, facilitating, and supporting those efforts. READ MORE:",sympathy_and_support,,ACTION_VERB,PREP(across)+POBJ(Nebraska)|NER_LOC:Nebraska|NER_LOC:Iowa|ROOT_VERB:READ,False,True
"NEW WILDFIRE DANGER: The wildfires across California are now the deadliest and most destructive in state history -- the Woolsey Fire in Southern California roaring back to life and residents escaping the Camp Fire. @WillCarr is in Paradise, California.",other_relevant_information,PREP+PROPN,URGENCY_ADVERB,NER_LOC:NEW|NER_LOC:WILDFIRE|PREP(across)+POBJ(California)|NER_LOC:California|NER_LOC:the,True,True
"@realDonaldTrump @DebraMessing And, hes back to ME, ME, ME. What an insecure, petty, little child. One againI predict that more damage will be inflicted today by tweetstorm donnie than by hurricane Dorian.",not_humanitarian,,,ROOT_VERB:@realDonaldTrump|ROOT_VERB:predict,False,False
Its been a continuing buzzzzzz of activity since the 7.8 earthquake. Thank you to all for supporting our efforts #eqnz,rescue_volunteering_or_donation_effort,,,PREP(of)+POBJ(activity)|PREP(since)+POBJ(earthquake)|ROOT_VERB:Thank|PREP(to)+POBJ(all),False,False
@DaveMustaine pray for victims in Ecuador for yesterdays earthquake,sympathy_and_support,PREP+PROPN,,PREP(for)+POBJ(victims)|PREP(in)+POBJ(Ecuador)|NER_LOC:Ecuador|PREP(for)+POBJ(yesterdays),True,False
"Sending love to all of our human friends impacted by this tragedy. Our hearts go out to all the brave workers, volunteers, and people who are making the effort to help rescue animals, of all kinds, to safety from Californias wildfires.",sympathy_and_support,PREP+PROPN,ACTION_VERB,ROOT_VERB:Sending|ROOT_VERB:go|PREP(to)+POBJ(workers)|PREP(of)+POBJ(kinds)|PREP(to)+POBJ(safety),True,True
Osprey coming in for a landing back at Fort Myers. @VP flew aboard one of the Ospreys today for aerial survey of Irma damage &amp; flooding.,infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:coming|PREP(for)+POBJ(landing)|NER_LOC:Fort|NER_LOC:Myers|ROOT_VERB:flew,True,False
RT @hellyeahband: Our thoughts and prayers go out to those effected by the #Earthquake in #Ecuador stay safe and best wishes,sympathy_and_support,,,NER_LOC:RT|ROOT_VERB:go|PREP(to)+POBJ(those)|NER_LOC:Ecuador,False,False
RT @kidsleepy: I donated $100 to Puerto Rico and you can too! #kylieispregnant,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donated|PREP(to)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico,False,False
RT @YahooNewsUK: Injured dog found in wreckage of house gutted by Greece wildfires.,rescue_volunteering_or_donation_effort,PREP+PROPN,VICTIM_STATE,PREP(in)+POBJ(wreckage)|PREP(of)+POBJ(house)|NER_LOC:Greece,True,True
Has anyone started a pool for when President* #IQ45 will make a comment about the damage Mar A Lago has sustained post #HurricaneDorian while missing the lives impacted by a Cat4 hurricane on everyone else? #AskingForIndividual1 #OneVoice1,not_humanitarian,,VICTIM_STATE,ROOT_VERB:started|PREP(about)+POBJ(damage)|PREP(on)+POBJ(everyone),False,True
We are on our way to Mutare today to hand over our donation to the victims of #CycloneIdaiZW Follow us for live updates as we embark on our journey. #NMBBank #PurseExcellence #NMBPartnerships,rescue_volunteering_or_donation_effort,,,PREP(to)+POBJ(Mutare)|NER_LOC:Mutare|PREP(to)+POBJ(victims)|PREP(of)+POBJ(CycloneIdaiZW)|PREP(for)+POBJ(updates),False,False
"These are the first words of comfort to the thousands of displaced families who lost everything over night - homes, pets, a lifetime of me@pries - right before the Holidays - and our leader” has this to say ὄ7 No wonder the hashtag #POS has taken off for him.",not_humanitarian,,,PREP(of)+POBJ(comfort)|PREP(to)+POBJ(thousands)|PREP(of)+POBJ(families)|PREP(over)+POBJ(homes)|PREP(of)+POBJ(me@pries),False,False
Can we expect @RBI to open the gates for Indian cryptocurrency exchanges on a pilot basis so that more donations can be raised to rebuild Kerala?  cc: @PocketBitsIndia #KeralaFloods,rescue_volunteering_or_donation_effort,,,ROOT_VERB:expect|PREP(for)+POBJ(exchanges)|PREP(on)+POBJ(basis)|NER_LOC:Kerala,False,False
RT @syedaFatimahuda: Reminder Dont forget to pray Namaz e Ayaat #earthquake,sympathy_and_support,,,ROOT_VERB:forget,False,False
Hurricane Matthew: Photos of the Destruction in Haiti: The storm killed at least 25 on its path through the i,injured_or_dead_people,PREP+PROPN,,PREP(of)+POBJ(Destruction)|NER_LOC:Haiti|PREP(through)+POBJ(i),True,False
@elizabethforma Puerto Rico needs military to secure streets and drive vehicles to people who are dying w out it! #HurricaneMaria #HELP,requests_or_urgent_needs,,ACTION_VERB,ROOT_VERB:needs|PREP(to)+POBJ(people)|PREP(out)+POBJ(it),False,True
"Earthquake rescue, relief and rebuilding–It’s up to me!  on @bloglovin",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:’s,False,True
"Geralite 1 - Where is Rajasdan.. Geralite 2 - Near Pagisdan.., Where we donated 5 Cr for Floods..",rescue_volunteering_or_donation_effort,PREP+PROPN,,,True,False
"The people in Kerala need all the help possible, to deal with the crisis and get back on their feet. Heres some information on where and how you can help them out. #PrayForKerala #SOSKerala #KeralaFloods",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(Kerala)|NER_LOC:Kerala|ROOT_VERB:need|PREP(with)+POBJ(crisis)|PREP(on)+POBJ(feet),True,True
RT @IAFFTreg: Hurricane Irma damage in Cudjoe Key Florida.,infrastructure_and_utility_damage,PREP+PROPN,,PREP(in)+POBJ(Florida),True,False
#PuertoRico dies while #DonaldTrump flies. #SavePuertoRico &amp; #ImpeachTrumpNOW! Please donate to any of these:  #Maria,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:dies|ROOT_VERB:donate|PREP(to)+POBJ(any),False,True
Flagged off a train full of relief material including food and clothing for flood victims of Kerala from Vadodara Railway Station organised by @mpvadodara and citizens of Vadodara. I salute people of Vadodara for their humanitarian approach.,rescue_volunteering_or_donation_effort,PREP+PROPN|LOC_NOUN,,ROOT_VERB:Flagged|PREP(including)+POBJ(food)|PREP(for)+POBJ(victims)|PREP(of)+POBJ(Kerala)|NER_LOC:Kerala,True,False
Hurricane Harvey Evacuees Free Admission this Friday Night.,displaced_people_and_evacuations,,,,False,False
"Donate $40 to #Food4Florence &amp; feed a hungry family of 4 for 3 days. #HurricaneFlorence has displaced families up to 40 miles inland, who are in desperate need of food/H2O, into shelters, hotels &amp; streets. CLICK TO DONATE:",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:Donate|PREP(to)+POBJ(#)|PREP(of)+POBJ(4)|PREP(for)+POBJ(days)|ROOT_VERB:displaced,True,True
RT @ItsAngryBob: California anon talks about the fires. #Qanon,not_humanitarian,,,NER_LOC:California|PREP(about)+POBJ(fires),False,False
"#KeralaFloods More than 500 killed, Lakhs rendered homeless, Loads of Infrastructure destroyed, 25000 Crores loss to the exchequer and still counting, Met Dept warnings unheeded by Govt - no accountability &amp; responsibility Political class made disaster - hiding behind #Nature",injured_or_dead_people,,,PREP(to)+POBJ(exchequer)|ROOT_VERB:made|PREP(behind)+POBJ(#),False,False
Please support the wonderful efforts of the @AmericanHumane in helping #rescue #pets during #HurricaneFlorence  ❤️ὃE❤️ὤFἿDὤFἿD,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:support|PREP(of)+POBJ(@AmericanHumane)|PREP(during)+POBJ(HurricaneFlorence),True,True
See Sac Republic FC give temporary home to victims of the Camp Fire,rescue_volunteering_or_donation_effort,,,ROOT_VERB:See|PREP(of)+POBJ(Fire)|NER_LOC:the|NER_LOC:Camp|NER_LOC:Fire,False,False
#eqnz as it affects USA,not_humanitarian,,,NER_LOC:USA,False,False
Prayers for my Muslim friends and their families and relatives in Pakistan. ὤFἿCὤFἿCὤFἿC Keep safe everyone and pray continually. No aftershocks pleeeaaasseee. ὡ4 #earthquake #Pakistan,sympathy_and_support,PREP+PROPN,,PREP(for)+POBJ(friends)|PREP(in)+POBJ(Pakistan)|NER_LOC:Pakistan|ROOT_VERB:Keep|ROOT_VERB:pleeeaaasseee,True,False
RT @urbanjibaro: The death toll in my timeline seems to be higher than what the news is reporting. We need transparency. #HurricaneMaria,injured_or_dead_people,PREP+PROPN,ACTION_VERB,PREP(in)+POBJ(timeline)|ROOT_VERB:need,True,True
#BREAKING NWS issues 3p EDT update re: #HurricaneDorian: • About 0 mi E of #GreatAbaco Island • Moving W at 7 mph • Max sust winds at 185 mph • Wind gusts over 220 mph • [L]ife-threatening situation. Residents in the #Abacos should stay in their shelter. #Dorian #Bahamas,caution_and_advice,PREP+PROPN,,PREP(of)+POBJ(Island)|PREP(at)+POBJ(winds)|PREP(over)+POBJ(mph)|PREP(in)+POBJ(Abacos)|ROOT_VERB:stay,True,False
Those affected by Hurricanes Harvey and Irma urgently need your help. Please. You can change a life. Thank you.,requests_or_urgent_needs,,URGENCY_ADVERB|ACTION_VERB,NER_LOC:Irma|ROOT_VERB:need|ROOT_VERB:change|ROOT_VERB:Thank,False,True
"Nine days after Hurricane Maria hit, criticism grows of the Trump administrations relief effort",other_relevant_information,,,ROOT_VERB:grows|PREP(of)+POBJ(effort),False,False
"#FortMcMurray wildfire: First #clearsatelliteimagesshow deserted streets, burned homes",infrastructure_and_utility_damage,,,ROOT_VERB:burned,False,False
#KeralaFloods | Green chilly sold for Rs 400/kg in Kochi as vegetable prices shoot up due to Kerala floods,other_relevant_information,PREP+PROPN,,ROOT_VERB:sold|PREP(for)+POBJ(kg)|PREP(in)+POBJ(Kochi)|NER_LOC:Kochi|NER_LOC:Kerala,True,False
"Trump is monitoring Hurricane Dorian. Just like big tech censorship, and second amendment legislative over reach, Trump is monitoring the situation as everything is destroyed! With the power of a cell phone touch screen, Trump will be watching, doing nothing!",not_humanitarian,,,ROOT_VERB:monitoring|PREP(like)+POBJ(censorship)|PREP(over)+POBJ(reach)|ROOT_VERB:monitoring|PREP(With)+POBJ(power),False,False
"Tornado Warning including Chase City VA, Clarksville VA, Boydton VA until 11:00 AM EDT",caution_and_advice,LOC_NOUN|PROPN+LOC_NOUN,,NER_LOC:Clarksville|NER_LOC:VA|NER_LOC:Boydton|NER_LOC:VA,True,False
"@mikeashcraft This is so amazing, thanks to @portcitychurch and all the other churches and volunteers who are helping our community! #HurricaneFlorence #ILMStrong",sympathy_and_support,,,PREP(to)+POBJ(@portcitychurch),False,False
RT @NZcivildefence: People on the East Coast should move to higher ground - rest of NZ stay off beaches and away from the water. #eqnz,caution_and_advice,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,ACTION_VERB,PREP(on)+POBJ(Coast)|NER_LOC:the|NER_LOC:East|NER_LOC:Coast|ROOT_VERB:move,True,True
RT @Andyrockz2012: #Earthquake Roads in #Pakistan Occupied #Kashmir are extensively damaged after the 5.8 magnitude #earthquake. /,infrastructure_and_utility_damage,,,PREP(in)+POBJ(Pakistan)|NER_LOC:Pakistan|ROOT_VERB:damaged|PREP(after)+POBJ(magnitude),False,False
"These Reserve Airmen are evacuating victims of Hurricane Maria in the US Virgin Islands, one of many relief efforts.",displaced_people_and_evacuations,PREP+PROPN,,ROOT_VERB:evacuating|PREP(of)+POBJ(Maria)|PREP(in)+POBJ(Islands)|NER_LOC:US,True,False
But are all these fires in California suspect to anyone else ?,not_humanitarian,PREP+PROPN,,PREP(in)+POBJ(California)|NER_LOC:California|PREP(to)+POBJ(anyone),True,False
Join us @NationalMiami Oct. 11th for a dee-lish fundraiser to help after Hurricane Irma &amp; Maria! Get tix online:,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:Join|PREP(after)+POBJ(Irma)|ROOT_VERB:Get,False,True
A Kenyan #immigrant was part of the @USAID @LACo_FD rescue team at #mexicoearthquake. #FuerzaMexico My report:,rescue_volunteering_or_donation_effort,,ACTION_VERB,PREP(of)+POBJ(@USAID),False,True
To everyone in areas affected by Hurricane Florence: Floodwaters can rise rapidly. Be prepared and stay safe with these flood safety resources:,caution_and_advice,PREP+PROPN,,PREP(To)+POBJ(everyone)|ROOT_VERB:rise|PREP(with)+POBJ(resources),True,False
#Houston #HoustonFlood #TexasFlood #Harvey2017 River Flooding Continues,caution_and_advice,LOC_NOUN,,ROOT_VERB:Continues,True,False
"HELP NEEDEDὤFἿE Please help the survivors of #CycloneIdai #CycloneIdaiZW in Zimbabwe by donating anything that you can give, clothes,blankets etc it would really go a long way. Please RT and share these details it would really make a difference. Anything is appreciated ὤFἿE",requests_or_urgent_needs,PREP+PROPN,PLEA_PATTERN|ACTION_VERB,ROOT_VERB:HELP|PREP(of)+POBJ(CycloneIdaiZW)|PREP(in)+POBJ(Zimbabwe)|NER_LOC:Zimbabwe|PREP(etc)+POBJ(it),True,True
My parents have an absolute mess with the Irma floods. And they honestly have minimal damage to an office villa. Others lost a lot more. 💔💔,infrastructure_and_utility_damage,,,ROOT_VERB:have|PREP(with)+POBJ(floods)|ROOT_VERB:have|PREP(to)+POBJ(villa)|ROOT_VERB:lost,False,False
"RT @KearneyHub: Bridges, roads to somewhere: The massive task of rebuilding after floods in Nebraska, Iowa",infrastructure_and_utility_damage,PREP+PROPN,,PREP(after)+POBJ(floods)|PREP(in)+POBJ(Nebraska)|NER_LOC:Nebraska|NER_LOC:Iowa,True,False
California will soon hire leaf rakers to prevent forest fires. Trump figured this out himself. Rake the Forest! LMFAO,not_humanitarian,,,NER_LOC:California|ROOT_VERB:hire|ROOT_VERB:figured|ROOT_VERB:Rake,False,False
"🚨Your emergency operations center is hard at work and the #Irma hotline is fully staffed, call 844-852-8889 with questions.🚨",rescue_volunteering_or_donation_effort,PREP+PROPN,DISTRESS_SIGNAL|ACTION_VERB,PREP(with)+POBJ(questions),True,True
@patralekha2011 @CGTNOfficial .Current disaster emergency has diminished. Stock taking now. #lka govt must draw &amp; heed lessons. Public trust in systems is low. #FloodSL,caution_and_advice,PREP+PROPN,DISTRESS_SIGNAL|URGENCY_ADVERB,ROOT_VERB:diminished|ROOT_VERB:taking|ROOT_VERB:draw|PREP(in)+POBJ(systems),True,True
Together we can make a difference helping the victims of #HurricaneHarvey by #Donating @RedCross  #disasterrelief,rescue_volunteering_or_donation_effort,,,ROOT_VERB:make|PREP(of)+POBJ(HurricaneHarvey)|PREP(by)+POBJ(#),False,False
Mahesh anna small request kerala flood relief u gives 25 lacks i gues minimum 5 cr iam not happy tamil hero vijay gives 14 cr plz sir give 5 cr i proud to tell all heros fan to ur donetion,rescue_volunteering_or_donation_effort,,,,False,False
"@MiamiHerald The islands in the path of Dorian will be totally destroyed, the islands will be changed forever and I worry that some may try to ride this out. I was in Michael and it was a nightmare. I can only pray for Bahamas, God be with these people. #HurricaneDorian",sympathy_and_support,PREP+PROPN,,PREP(in)+POBJ(path)|PREP(of)+POBJ(Dorian)|ROOT_VERB:changed|NER_LOC:Bahamas|ROOT_VERB:be,True,False
"#SCwx is very likely to see impacts from #Dorian (heavy rain, strong winds, coastal flooding, high surf). That being said, it remains to be seen whether the center will actually make landfall there. Id personally put the odds of landfall around 30-40%",other_relevant_information,,,PREP(from)+POBJ(Dorian)|ROOT_VERB:remains|ROOT_VERB:put|PREP(of)+POBJ(landfall),False,False
"@KentPitman That might change. Dorian wind speeds are up to 175 MPH and is a Cat 5 now. if it misses FL, people will breath a sigh of relief and go back to business as usual. But if it hits #AMJoy",other_relevant_information,,URGENCY_ADVERB,ROOT_VERB:change|ROOT_VERB:breath|PREP(of)+POBJ(relief),False,True
RT @lucydecoutere: Easy way to help with Wildfire Relief: Text 30333 and type in REDCROSS to make a $5 donation right away and in under a,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(with)+POBJ(Relief)|PREP(in)+POBJ(REDCROSS),True,True
RT @Buckette84: All eyes on #Dorian. Wilmington residents are crossing their fingers that its not #Florence all over again.,other_relevant_information,,,PREP(on)+POBJ(Dorian)|ROOT_VERB:crossing,False,False
Ὢ8Ὢ8Ὢ8Ὢ8 EVACUATION LIFT UPDATE!! ὄ7ἿCὄ7ἿC,displaced_people_and_evacuations,,,,False,False
"Dear All, PepsiCo is supporting the relief camps with Aquafina &amp; Quaker oats. We already given 2 lakhs bottles. Pls call me if anybody needs Aquafina/Quaker oats. Sudeep : 9495562562 Trivandrum to Ekm evde enkilm kudivellam avashyamundenkil contact #KeralaFloods #KeralaSOS",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:supporting|PREP(with)+POBJ(Aquafina)|ROOT_VERB:given|ROOT_VERB:call|NER_LOC:Aquafina,False,True
RT @SteeveArul: Actor Vijay has donated 70 lakhs to #KeralaFloods . #KeralaFloodRelief,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donated|PREP(to)+POBJ(KeralaFloods),False,False
"RT @rohu__: Food Available for 100 people in #ernakulam Genuine and verified DM, If needed #KeralaFloods",rescue_volunteering_or_donation_effort,,,PREP(for)+POBJ(people)|PREP(in)+POBJ(ernakulam)|NER_LOC:Genuine,False,False
"Anheuser-Busch announced Monday theyll send more than 100,000 cans of water to Nebraska to help people impacted by flooding.",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:announced|PREP(of)+POBJ(water)|PREP(to)+POBJ(Nebraska)|NER_LOC:Nebraska,False,True
#Barca and #Liverpool have offered their support to fund our relief measures more effectively. Hopes more football clubs joins them. #StandwithKerala #KeralaRains #KeralaFloods @TeamMessi @Cristiano @realmadrid @juventusfc @chetrisunil11 @ManUtd @ManCity @ChelseaFC @psg_inside,rescue_volunteering_or_donation_effort,,,ROOT_VERB:offered|ROOT_VERB:joins,False,False
RT @elifalduman: My prayers are with the people of Ecuador. Condolences to the families who lost their lives in the earthquake. .,sympathy_and_support,PREP+PROPN,,PREP(of)+POBJ(Ecuador)|NER_LOC:Ecuador|PREP(to)+POBJ(families)|PREP(in)+POBJ(earthquake),True,False
"9-28-17 Cerro de Punta #PuertoRico: HomelandSecurity fixing coms towers, #Hurricane #Maria damage  v/@LiveStormsMedia",infrastructure_and_utility_damage,,,,False,False
Irma update on packing 2400 hundred food boxes in Naples Florida,rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(in)+POBJ(Florida)|NER_LOC:Naples|NER_LOC:Florida,True,False
"Hurricane Florence has the potential to bring heavy rains and high winds to North Carolina this week, with the chance of inland flooding.",caution_and_advice,,,ROOT_VERB:has|NER_LOC:North|NER_LOC:Carolina|PREP(with)+POBJ(chance)|PREP(of)+POBJ(flooding),False,False
"Dispatch from Copenhagen today with 43 tonnes of supplies for children displaced by #CycloneIdai: Emergency supplies are on the way for safe water, healthcare &amp; nutrition, as well as School-in-a-Box kits, tarpaulin, tents for continued learning in temporary shelters. #CycloneIdai",rescue_volunteering_or_donation_effort,PREP+PROPN,DISTRESS_SIGNAL,PREP(from)+POBJ(Copenhagen)|PREP(with)+POBJ(tonnes)|PREP(of)+POBJ(supplies)|PREP(for)+POBJ(children)|PREP(for)+POBJ(water),True,True
"Green Bay Packers quarterback Aaron Rodgers has announced that hell donate $1,000,000 to help the victims of the California wildfires.",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:announced|PREP(of)+POBJ(wildfires)|NER_LOC:California,False,True
Dominican Republic was battered #HurricaneMaria. Heavy rains have triggered flooding. Red Cross is helping people get to safety.,other_relevant_information,,,NER_LOC:Dominican|NER_LOC:Republic|ROOT_VERB:battered|ROOT_VERB:triggered|ROOT_VERB:helping,False,False
Looking for a furry friend? PETSinc rescues Shelter Pets from #Irma Angela Rogers reports #abccola,rescue_volunteering_or_donation_effort,,,ROOT_VERB:Looking|PREP(for)+POBJ(friend)|ROOT_VERB:rescues|PREP(from)+POBJ(Rogers),False,False
Breaking Hurricane Harveys Death Toll Has Unfortunately Risen To 20. Developing,injured_or_dead_people,,,ROOT_VERB:Risen|PREP(To)+POBJ(20)|ROOT_VERB:Developing,False,False
A heartwarming story amid such tragedy in Butte County. I hope more families get positive news like this. The death toll of #CampFire now at 42.,injured_or_dead_people,PREP+PROPN,URGENCY_ADVERB,PREP(amid)+POBJ(tragedy)|PREP(in)+POBJ(County)|NER_LOC:Butte|NER_LOC:County|ROOT_VERB:hope,True,True
RT @akshays_Martial: Akshay sir donated 25lakhs as first installment towards Kerala Floods PROUD FAN..#KeralaFloodRelief,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:donated|PREP(as)+POBJ(installment)|PREP(towards)+POBJ(Floods),True,False
Do your little bit of good no matter where you go and how you are! #standforkerala #doitforkerala #KeralaFloodRelief @MyKartavya @NASSCOMfdn For monetary donations  For resource based donations,rescue_volunteering_or_donation_effort,,,ROOT_VERB:Do|PREP(of)+POBJ(good)|PREP(For)+POBJ(donations),False,False
.@marialaganga writes about a truly heroic effort to get 91 nursing home patients in Paradise to safety. The final image in the kicker is haunting,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:writes|PREP(about)+POBJ(effort)|PREP(in)+POBJ(Paradise)|NER_LOC:Paradise|PREP(to)+POBJ(safety),True,False
"Irma leaves a trail of damage in Apopka  #MANDATORY #EVACUATION If they order a mandatory evacuation, well close",displaced_people_and_evacuations,PREP+PROPN,,ROOT_VERB:leaves|PREP(of)+POBJ(damage)|PREP(in)+POBJ(Apopka),True,False
How to Avoid Disaster Relief Scams  #Harvey #scnews #sctweets,other_relevant_information,,,ROOT_VERB:Avoid,False,False
Pets displaced by #HurricaneIrma need a place to stay. So 100 cats and dogs hit the road with help from @ASPCA.,displaced_people_and_evacuations,LOC_NOUN,ACTION_VERB,ROOT_VERB:need|ROOT_VERB:hit|PREP(with)+POBJ(help)|PREP(from)+POBJ(@ASPCA),True,True
"RT @Newsday: A former Long Island man was among those killed in the Ecuador earthquake, his family says",injured_or_dead_people,PREP+PROPN,,NER_LOC:Long|NER_LOC:Island|PREP(in)+POBJ(earthquake)|NER_LOC:Ecuador|ROOT_VERB:says,True,False
@realDonaldTrump The California fires are real. We pay more federal taxes than any other state. To threaten emergency funding for any reason is appalling and sickening. We exist. This loss of life is devastating.,not_humanitarian,,DISTRESS_SIGNAL,NER_LOC:California|ROOT_VERB:pay|PREP(for)+POBJ(reason)|ROOT_VERB:exist|PREP(of)+POBJ(life),False,True
"BREAKING: 14 Dead, Nearly A Million w/out Power: #Florence sweeps deeper into NC &amp; DAYS of flooding lie ahead  via @newsobserver @CharlesMunn1 @ChuckBell4 @DZA13 @afaduln2 @SusanDV @Spartan2dn @Sbuttsie @sbhendershot @waltb31 @climateguyw @rag772",injured_or_dead_people,,,PREP(into)+POBJ(NC)|PREP(of)+POBJ(flooding)|PREP(via)+POBJ(@newsobserver)|ROOT_VERB:@afaduln2,False,False
"One of the hottest restaurants on the South Florida food scene, Mandolin Aegean Bistro, donated their profits to the relief effort in Greece after the devastating wildfires. Read more about their efforts&gt;&gt;  #Florida #Business",rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(on)+POBJ(scene)|NER_LOC:South|NER_LOC:Florida|ROOT_VERB:donated|PREP(to)+POBJ(effort),True,False
Great to see! Look forward to working closely together on relief efforts in the coming weeks,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:Look|PREP(on)+POBJ(efforts)|PREP(in)+POBJ(weeks),True,False
RT @TheSignOfFive: Indians off to help other Indians. Doc @amitsurg &amp; his team of volunteers take off for #keralaFloodRelief,sympathy_and_support,,ACTION_VERB,PREP(of)+POBJ(volunteers)|ROOT_VERB:take|PREP(for)+POBJ(keralaFloodRelief),False,True
"Tsipras’ words mean little to fire-stricken Greeks standing on ashes, says   Greek Prime Minister Alexis Tsipras faced mounting criticism on Saturday after wildfires that killed at least 88 people plunged Greece into grief just",not_humanitarian,PREP+PROPN,,PREP(on)+POBJ(ashes)|ROOT_VERB:says|PREP(on)+POBJ(Saturday)|NER_LOC:Greece|PREP(into)+POBJ(grief),True,False
